AttendanceID,CourseID,StudentID,AttendanceDate,Status,Comment,User,LastEdit
20393,181,476,3/1/22,Excused,គ្រុនផ្ដាសាយ,24,3/1/22
20394,179,529,3/1/22,Unexcused,,12,3/1/22
20395,179,591,3/1/22,Unexcused,,12,3/1/22
20396,179,594,3/1/22,Unexcused,,12,3/1/22
20397,179,534,3/1/22,Unexcused,,12,3/1/22
20398,174,732,3/2/22,Excused,ឈឺ,16,3/2/22
20399,180,467,3/2/22,Excused,កើតកូវិដ,24,3/2/22
20400,180,471,3/2/22,Excused,នៅមើលម្ដាយឈឺ,24,3/2/22
20401,180,647,3/2/22,Unexcused,,24,3/2/22
20402,176,565,3/2/22,Unexcused,,18,3/2/22
20403,186,645,3/2/22,Unexcused,,9,3/2/22
20404,186,265,3/2/22,Excused,,9,3/2/22
20405,186,502,3/2/22,Excused,,9,3/2/22
20406,184,336,3/2/22,Unexcused,,20,3/2/22
20408,182,398,3/2/22,Unexcused,,11,3/2/22
20409,182,403,3/2/22,Unexcused,,11,3/2/22
20410,175,732,3/2/22,Excused,ឈឺ,16,3/2/22
20411,175,895,3/2/22,Unexcused,,16,3/2/22
20412,181,647,3/2/22,Unexcused,,24,3/2/22
20413,181,467,3/2/22,Excused,កើតកូវិដ,24,3/2/22
20414,184,644,3/3/22,Unexcused,,20,3/3/22
20415,184,601,3/3/22,Excused,ឈឺក្បាល,20,3/3/22
20416,176,568,3/3/22,Excused,គ្រុន,18,3/3/22
20417,176,636,3/3/22,Excused,,18,3/3/22
20418,186,645,3/3/22,Unexcused,,9,3/3/22
20419,186,265,3/3/22,Excused,,9,3/3/22
20420,186,266,3/3/22,Excused,,9,3/3/22
20421,178,529,3/3/22,Unexcused,,12,3/3/22
20422,180,467,3/3/22,Excused,កើតកូវិដ,24,3/3/22
20423,181,467,3/3/22,Excused,កើតកូវិដ,24,3/3/22
20424,177,568,3/3/22,Excused,គ្រុន,18,3/3/22
20425,177,636,3/3/22,Excused,,18,3/3/22
20426,179,529,3/3/22,Unexcused,,12,3/3/22
20427,174,732,3/4/22,Excused,ឈឺ,16,3/4/22
20428,174,895,3/4/22,Unexcused,,16,3/4/22
20429,180,467,3/4/22,Excused,កើតកូវិដ,24,3/4/22
20430,180,527,3/4/22,Excused,គេងខក,24,3/4/22
20431,182,417,3/4/22,Excused,ឈឺ,11,3/4/22
20432,188,209,3/4/22,Excused,,11,3/4/22
20433,188,242,3/4/22,Unexcused,,11,3/4/22
20434,186,645,3/4/22,Unexcused,,9,3/4/22
20435,186,265,3/4/22,Excused,ឈឺ,9,3/4/22
20436,184,333,3/4/22,Unexcused,,20,3/4/22
20437,184,601,3/4/22,Unexcused,,20,3/4/22
20438,181,467,3/4/22,Excused,កើតកូវិដ,24,3/4/22
20439,172,842,3/4/22,Excused,ឈឺ,13,3/4/22
20440,172,860,3/4/22,Unexcused,,13,3/4/22
20441,173,836,3/4/22,Excused,ឈឺ,13,3/4/22
20442,173,842,3/4/22,Excused,ឈឺ,13,3/4/22
20443,173,860,3/4/22,Unexcused,,13,3/4/22
20444,175,895,3/4/22,Unexcused,,16,3/4/22
20445,175,732,3/4/22,Excused,ឈឺ,16,3/4/22
20446,178,529,3/7/22,Unexcused,,12,3/7/22
20447,178,540,3/7/22,Unexcused,,12,3/7/22
20448,178,538,3/7/22,Unexcused,,12,3/7/22
20449,176,636,3/7/22,Excused,,18,3/7/22
20450,176,581,3/7/22,Unexcused,,18,3/7/22
20451,176,585,3/7/22,Unexcused,,18,3/7/22
20452,180,527,3/7/22,Unexcused,,24,3/7/22
20453,184,397,3/7/22,Unexcused,,20,3/7/22
20454,184,601,3/7/22,Unexcused,,20,3/7/22
20455,184,602,3/7/22,Unexcused,,20,3/7/22
20456,174,723,3/7/22,Unexcused,,16,3/7/22
20457,174,722,3/7/22,Unexcused,,16,3/7/22
20458,174,737,3/7/22,Unexcused,,16,3/7/22
20460,179,529,3/7/22,Unexcused,,12,3/7/22
20461,179,540,3/7/22,Excused,ក្តៅខ្លួន,12,3/7/22
20462,179,591,3/7/22,Unexcused,,12,3/7/22
20463,175,722,3/7/22,Unexcused,,16,3/7/22
20464,175,723,3/7/22,Unexcused,,16,3/7/22
20465,181,527,3/7/22,Excused,ឈឺក្បាល,24,3/7/22
20466,181,521,3/7/22,Unexcused,,24,3/7/22
20467,182,403,3/7/22,Unexcused,,11,3/7/22
20468,183,403,3/7/22,Unexcused,,11,3/7/22
20469,183,420,3/7/22,Excused,,11,3/7/22
20470,178,552,3/9/22,Excused,ក្តៅខ្លួន,12,3/9/22
20471,180,528,3/9/22,Excused,ទៅការបងប្អូន,24,3/9/22
20472,180,471,3/9/22,Excused,គ្រុនឈឺកផ្ដាយ,24,3/9/22
20473,180,527,3/9/22,Excused,ឈឺ,24,3/9/22
20474,176,636,3/9/22,Excused,,18,3/9/22
20475,184,515,3/9/22,Unexcused,,20,3/9/22
20476,184,602,3/9/22,Excused,ឈឺពោះ ក្អួតទៅវីញម៉ោង៨:៣០,20,3/9/22
20477,174,723,3/9/22,Excused,ឈឺ,16,3/9/22
20478,174,722,3/9/22,Excused,ឈឺ,16,3/9/22
20479,181,527,3/9/22,Excused,អត់អីជិះមក,24,3/9/22
20480,181,470,3/9/22,Unexcused,,24,3/9/22
20481,181,528,3/9/22,Excused,ទៅការបងប្អូន,24,3/9/22
20482,182,418,3/9/22,Unexcused,ឈឺ,21,3/9/22
20483,182,422,3/9/22,Unexcused,,21,3/9/22
20484,182,417,3/9/22,Excused,ឈឺធ្មេញ,21,3/9/22
20485,175,722,3/9/22,Excused,ឈឺ,16,3/9/22
20486,175,723,3/9/22,Excused,ឈឺ,16,3/9/22
20487,179,540,3/9/22,Unexcused,,12,3/9/22
20488,179,552,3/9/22,Excused,,12,3/9/22
20489,184,601,3/10/22,Unexcused,,20,3/10/22
20490,184,602,3/10/22,Unexcused,,20,3/10/22
20491,176,634,3/10/22,Excused,ឈឺ  ក្អួត,18,3/10/22
20493,182,425,3/10/22,Unexcused,,21,3/10/22
20494,182,520,3/10/22,Unexcused,,21,3/10/22
20495,180,647,3/10/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/10/22
20496,177,634,3/10/22,Excused,ឈឺ  ក្អួត,18,3/10/22
20497,181,647,3/10/22,Excused,គ្រុនផ្ដាសាយ,24,3/10/22
20498,174,723,3/11/22,Excused,ឈឺ,16,3/11/22
20499,174,722,3/11/22,Excused,ឈឺ,16,3/11/22
20500,180,647,3/11/22,Excused,គ្រុនផ្ដាសាយ,24,3/11/22
20501,180,596,3/11/22,Unexcused,,24,3/11/22
20502,180,460,3/11/22,Excused,គ្រុនក្ដៅខ្លួ​ន,24,3/11/22
20504,172,845,3/11/22,Excused,ឈឺពោះ ក្អួត,13,3/11/22
20505,173,845,3/11/22,Excused,ឈឺ,13,3/11/22
20506,175,723,3/11/22,Excused,ឈឺ,16,3/11/22
20507,175,722,3/11/22,Excused,ឈឺ,16,3/11/22
20508,181,647,3/11/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/11/22
20509,180,875,3/14/22,Excused,ទៅចាក់វ៉ាក់សាំងឆ្កែខាំ,24,3/14/22
20510,176,634,3/14/22,Excused,ឈឺ,18,3/14/22
20511,186,645,3/14/22,Unexcused,,9,3/14/22
20512,186,391,3/14/22,Unexcused,,9,3/14/22
20513,186,432,3/14/22,Excused,,9,3/14/22
20514,184,348,3/14/22,Unexcused,,20,3/14/22
20515,184,515,3/14/22,Unexcused,,20,3/14/22
20516,184,601,3/14/22,Unexcused,,20,3/14/22
20517,184,602,3/14/22,Unexcused,,20,3/14/22
20518,180,460,3/14/22,Excused,សុំចេញមុនម៉ោងទៅចាក់វ៉ាក់សាំង,24,3/14/22
20519,180,596,3/14/22,Excused,សុំចេញមុនម៉ោងទៅចាក់វ៉ាក់សាំង,24,3/14/22
20520,181,527,3/14/22,Unexcused,,24,3/14/22
20521,175,895,3/14/22,Unexcused,,16,3/14/22
20522,177,634,3/14/22,Excused,ឈឺ,18,3/14/22
20523,172,862,3/14/22,Unexcused,,13,3/14/22
20524,172,836,3/14/22,Unexcused,,13,3/14/22
20525,173,862,3/14/22,Unexcused,,13,3/14/22
20526,173,836,3/14/22,Unexcused,,13,3/14/22
20527,184,388,3/15/22,Unexcused,,20,3/15/22
20528,184,601,3/15/22,Unexcused,,20,3/15/22
20529,184,602,3/15/22,Unexcused,,20,3/15/22
20530,176,636,3/15/22,Excused,,18,3/15/22
20531,174,588,3/15/22,Excused,ទៅភ្នំពេញ,16,3/15/22
20532,174,727,3/15/22,Excused,ឈឺ,16,3/15/22
20533,180,527,3/15/22,Unexcused,,24,3/15/22
20534,186,266,3/15/22,Excused,ឈឺ,9,3/15/22
20535,175,588,3/15/22,Excused,,16,3/15/22
20536,186,266,3/16/22,Excused,,9,3/16/22
20537,184,491,3/16/22,Unexcused,,20,3/16/22
20538,184,602,3/16/22,Unexcused,,20,3/16/22
20539,184,601,3/16/22,Unexcused,,20,3/16/22
20540,172,862,3/16/22,Unexcused,,13,3/16/22
20541,172,841,3/16/22,Unexcused,,13,3/16/22
20542,173,862,3/16/22,Unexcused,,13,3/16/22
20543,173,841,3/16/22,Unexcused,,13,3/16/22
20544,178,537,3/17/22,Excused,ក្តៅខ្លួន,12,3/17/22
20545,180,875,3/17/22,Excused,ទៅចាក់វ៉ាក់សាំងដូសទី៣,24,3/17/22
20546,186,486,3/17/22,Excused,,9,3/17/22
20547,186,266,3/17/22,Excused,,9,3/17/22
20548,174,733,3/17/22,Unexcused,,16,3/17/22
20549,174,742,3/17/22,Excused,ឈឺ,16,3/17/22
20550,176,585,3/17/22,Unexcused,,18,3/17/22
20551,172,862,3/17/22,Unexcused,,13,3/17/22
20552,172,841,3/17/22,Unexcused,,13,3/17/22
20553,173,862,3/17/22,Unexcused,,13,3/17/22
20554,188,885,3/17/22,Unexcused,,11,3/17/22
20555,188,236,3/17/22,Excused,,11,3/17/22
20556,188,162,3/17/22,Excused,,11,3/17/22
20557,188,241,3/17/22,Unexcused,,11,3/17/22
20558,188,242,3/17/22,Unexcused,,11,3/17/22
20559,175,742,3/17/22,Excused,ឈឺ,16,3/17/22
20560,175,733,3/17/22,Unexcused,,16,3/17/22
20561,179,537,3/17/22,Excused,,12,3/17/22
20562,178,529,3/18/22,Unexcused,,12,3/18/22
20563,188,236,3/18/22,Unexcused,,11,3/18/22
20564,188,646,3/18/22,Unexcused,,11,3/18/22
20565,174,742,3/18/22,Excused,ឈឺ,16,3/18/22
20566,174,737,3/18/22,Unexcused,,16,3/18/22
20567,175,742,3/18/22,Excused,ឈឺ,16,3/18/22
20568,182,453,3/18/22,Excused,ជាប់រវល់ពិនិត្យសុខភាព,21,3/18/22
20569,177,589,3/18/22,Unexcused,,18,3/18/22
20570,179,529,3/18/22,Unexcused,,12,3/18/22
20571,180,476,3/21/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/21/22
20572,180,875,3/21/22,Excused,ទៅចាក់វ៉ាក់សាំង,24,3/21/22
20573,176,589,3/21/22,Unexcused,,18,3/21/22
20574,174,727,3/21/22,Unexcused,,16,3/21/22
20575,174,895,3/21/22,Unexcused,,16,3/21/22
20576,184,336,3/21/22,Unexcused,,20,3/21/22
20577,184,601,3/21/22,Unexcused,,20,3/21/22
20578,175,895,3/21/22,Unexcused,,16,3/21/22
20579,175,731,3/21/22,Unexcused,,16,3/21/22
20580,181,476,3/21/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/21/22
20581,188,280,3/22/22,Excused,ឈឺ,11,3/22/22
20584,176,589,3/22/22,Excused,ក្ដៅខ្លួន,18,3/22/22
20585,180,527,3/22/22,Unexcused,,24,3/22/22
20586,174,737,3/22/22,Unexcused,,16,3/22/22
20587,174,736,3/22/22,Unexcused,,16,3/22/22
20588,174,733,3/22/22,Unexcused,,16,3/22/22
20589,178,529,3/22/22,Unexcused,,12,3/22/22
20590,179,529,3/22/22,Unexcused,,12,3/22/22
20591,181,527,3/22/22,Excused,អត់មានអ្វីជិះមកសាលា។,24,3/22/22
20592,177,589,3/22/22,Excused,ក្ដៅខ្លួន,18,3/22/22
20593,175,737,3/22/22,Unexcused,,16,3/22/22
20594,189,280,3/22/22,Excused,ឈឺ,11,3/22/22
20595,176,589,3/23/22,Excused,,18,3/23/22
20596,184,644,3/23/22,Unexcused,,20,3/23/22
20597,186,432,3/23/22,Unexcused,,9,3/23/22
20598,186,266,3/23/22,Excused,,9,3/23/22
20599,180,596,3/23/22,Unexcused,,24,3/23/22
20600,180,460,3/23/22,Unexcused,,24,3/23/22
20601,174,742,3/23/22,Unexcused,,16,3/23/22
20602,174,852,3/23/22,Unexcused,,16,3/23/22
20603,174,737,3/23/22,Excused,ឈឺ,16,3/23/22
20604,174,741,3/23/22,Excused,ឈឺ,16,3/23/22
20605,172,847,3/23/22,Unexcused,,13,3/23/22
20606,172,849,3/23/22,Unexcused,,13,3/23/22
20607,172,862,3/22/22,Unexcused,,13,3/23/22
20608,172,860,3/22/22,Unexcused,,13,3/23/22
20609,173,862,3/22/22,Unexcused,,13,3/23/22
20610,173,860,3/22/22,Unexcused,,13,3/23/22
20611,179,591,3/23/22,Unexcused,,12,3/23/22
20612,175,742,3/23/22,Unexcused,,16,3/23/22
20613,175,741,3/23/22,Excused,ឈឺ,16,3/23/22
20614,175,737,3/23/22,Excused,ឈឺ,16,3/23/22
20615,175,852,3/23/22,Unexcused,,16,3/23/22
20616,181,460,3/23/22,Unexcused,,24,3/23/22
20617,181,469,3/23/22,Excused,យាយស្លាប់,24,3/23/22
20618,178,478,3/24/22,Unexcused,,12,3/24/22
20619,178,591,3/24/22,Unexcused,,12,3/24/22
20620,178,534,3/24/22,Excused,ទៅបុណ្យ,12,3/24/22
20622,178,540,3/24/22,Unexcused,,12,3/24/22
20623,178,555,3/24/22,Unexcused,,12,3/24/22
20629,180,469,3/24/22,Excused,យាយស្លាប់,24,3/24/22
20630,180,476,3/24/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/24/22
20631,176,637,3/24/22,Excused,ជីដូនស្លាប់,18,3/24/22
20632,176,870,3/24/22,Excused,សុំច្បាប់មួយព្រឹក,18,3/24/22
20633,176,548,3/24/22,Excused,សុំច្បាប់មួយព្រឹក,18,3/24/22
20634,176,589,3/24/22,Excused,ឈឺ,18,3/24/22
20635,180,875,3/24/22,Unexcused,,24,3/24/22
20636,174,727,3/24/22,Unexcused,,16,3/24/22
20637,174,733,3/24/22,Unexcused,,16,3/24/22
20638,174,852,3/24/22,Unexcused,,16,3/24/22
20639,174,735,3/24/22,Excused,,16,3/24/22
20640,174,741,3/24/22,Excused,ឈឺ,16,3/24/22
20641,174,588,3/24/22,Unexcused,,16,3/24/22
20642,177,637,3/24/22,Excused,,18,3/24/22
20643,177,589,3/24/22,Excused,,18,3/24/22
20644,175,741,3/24/22,Excused,ឈឺ,16,3/24/22
20645,181,476,3/24/22,Excused,គ្រុនក្ដៅខ្លួន។,24,3/24/22
20646,181,469,3/24/22,Excused,យាយស្លាប់,24,3/24/22
20647,179,591,3/24/22,Unexcused,,12,3/24/22
20648,179,534,3/24/22,Excused,,12,3/24/22
20649,173,847,3/23/22,Unexcused,,13,3/24/22
20650,173,849,3/23/22,Unexcused,,13,3/24/22
20651,172,862,3/24/22,Excused,ក្ដៅខ្លួន,13,3/24/22
20652,172,868,3/24/22,Excused,ក្ដៅខ្លួន,13,3/24/22
20653,172,847,3/24/22,Unexcused,,13,3/24/22
20654,172,849,3/24/22,Unexcused,,13,3/24/22
20655,173,862,3/24/22,Excused,ក្ដៅខ្លួន,13,3/24/22
20656,173,859,3/24/22,Excused,ចាក់វ៉ាក់សាំង,13,3/24/22
20657,178,591,3/25/22,Unexcused,,12,3/25/22
20659,178,534,3/25/22,Excused,ទៅបុណ្យ,12,3/25/22
20660,178,529,3/25/22,Unexcused,,12,3/25/22
20661,180,521,3/25/22,Excused,ក្ដៅខ្លួន,24,3/25/22
20662,180,469,3/25/22,Excused,យាយស្លាប់,24,3/25/22
20663,176,637,3/25/22,Excused,,18,3/25/22
20664,176,589,3/25/22,Excused,,18,3/25/22
20665,184,644,3/25/22,Unexcused,,20,3/25/22
20666,172,862,3/25/22,Excused,ក្ដៅខ្លួន,13,3/25/22
20667,172,841,3/25/22,Unexcused,,13,3/25/22
20668,178,536,3/28/22,Excused,ចុកពោះ,12,3/28/22
20669,178,533,3/28/22,Unexcused,,12,3/28/22
20670,180,647,3/28/22,Unexcused,,24,3/28/22
20671,180,467,3/28/22,Unexcused,,24,3/28/22
20672,180,525,3/28/22,Unexcused,,24,3/28/22
20673,186,255,3/28/22,Excused,ឈឺ,9,3/28/22
20674,186,266,3/28/22,Unexcused,,9,3/28/22
20675,184,347,3/28/22,Excused,ទៅលេងស្រុក,20,3/28/22
20676,184,277,3/28/22,Unexcused,,20,3/28/22
20677,184,239,3/28/22,Unexcused,,20,3/28/22
20679,172,841,3/28/22,Unexcused,,13,3/28/22
20680,179,594,3/28/22,Unexcused,,12,3/28/22
20681,179,537,3/28/22,Excused,,12,3/28/22
20682,179,533,3/28/22,Unexcused,,12,3/28/22
20683,182,642,3/25/22,Excused,,21,3/28/22
20684,182,520,3/25/22,Excused,ទៅស្រុកនៅកោះថ្មី,21,3/28/22
20685,186,435,3/28/22,Excused,,9,3/28/22
20686,181,647,3/28/22,Unexcused,,24,3/28/22
20687,181,467,3/28/22,Unexcused,,24,3/28/22
20688,181,525,3/28/22,Excused,ទៅបុណ្យនៅស្រុកកំណើត។,24,3/28/22
20689,181,484,3/28/22,Unexcused,,24,3/28/22
20690,181,596,3/28/22,Unexcused,,24,3/28/22
20691,173,841,3/28/22,Unexcused,,13,3/28/22
20692,173,839,3/28/22,Unexcused,,13,3/28/22
20693,178,478,3/29/22,Unexcused,,12,3/29/22
20694,178,474,3/29/22,Excused,ឈឺ,12,3/29/22
20695,179,478,3/29/22,Unexcused,,12,3/29/22
20696,179,474,3/29/22,Excused,ឈឺ,12,3/29/22
20697,180,467,3/29/22,Unexcused,,24,3/29/22
20698,180,525,3/29/22,Excused,ទៅបុណ្យនៅស្រុក។,24,3/29/22
20699,180,470,3/29/22,Excused,គ្រុន,24,3/29/22
20700,181,476,3/29/22,Unexcused,,24,3/29/22
20701,181,521,3/29/22,Unexcused,,24,3/29/22
20702,181,470,3/29/22,Excused,គ្រុន,24,3/29/22
20703,181,647,3/29/22,Excused,អត់មានអ្វីជិះមកសាលា,24,3/29/22
20704,172,841,3/29/22,Unexcused,,13,3/29/22
20705,172,855,3/29/22,Unexcused,,13,3/29/22
20707,178,555,3/30/22,Unexcused,,12,3/30/22
20708,178,549,3/30/22,Excused,,12,3/30/22
20709,176,578,3/30/22,Excused,គ្រួសាររវល់,18,3/30/22
20710,186,428,3/30/22,Excused,,9,3/30/22
20711,186,432,3/30/22,Excused,,9,3/30/22
20712,180,476,3/30/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/30/22
20713,186,510,3/30/22,Unexcused,,9,3/30/22
20714,186,512,3/30/22,Excused,,9,3/30/22
20715,188,390,3/30/22,Unexcused,,11,3/30/22
20716,188,449,3/30/22,Unexcused,,11,3/30/22
20717,188,241,3/30/22,Unexcused,,11,3/30/22
20718,179,539,3/30/22,Excused,ចុកពោះ,12,3/30/22
20719,175,735,3/30/22,Unexcused,,16,3/30/22
20720,180,647,3/31/22,Excused,ទៅបុណ្យ,24,3/31/22
20721,180,469,3/31/22,Excused,នៅបុណ្យ៧ថ្ងៃយាយ,24,3/31/22
20722,174,727,3/31/22,Unexcused,,16,3/31/22
20723,174,895,3/31/22,Unexcused,,16,3/31/22
20724,174,742,3/31/22,Unexcused,,16,3/31/22
20725,174,735,3/31/22,Excused,,16,3/31/22
20726,181,476,3/30/22,Excused,គ្រុនក្ដៅខ្លួន,24,3/31/22
20727,176,565,3/31/22,Unexcused,,18,3/31/22
20728,176,637,3/31/22,Excused,,18,3/31/22
20729,178,590,3/31/22,Excused,,12,3/31/22
20730,178,539,3/31/22,Unexcused,,12,3/31/22
20731,179,539,3/31/22,Unexcused,,12,3/31/22
20732,179,590,3/31/22,Unexcused,,12,3/31/22
20734,177,565,3/31/22,Unexcused,,18,3/31/22
20735,177,637,3/31/22,Excused,,18,3/31/22
20736,175,742,3/31/22,Unexcused,,16,3/31/22
20737,175,895,3/31/22,Unexcused,,16,3/31/22
20738,175,735,3/31/22,Excused,,16,3/31/22
20739,189,231,3/31/22,Unexcused,,11,3/31/22
20740,189,485,3/31/22,Unexcused,,11,3/31/22
20741,189,217,3/31/22,Excused,ឈឺ,11,3/31/22
20742,189,236,3/31/22,Unexcused,,11,3/31/22
20743,189,162,3/31/22,Unexcused,,11,3/31/22
20744,181,647,3/31/22,Excused,ទៅបុណ្យ,24,3/31/22
20745,181,527,3/31/22,Unexcused,,24,3/31/22
20746,181,469,3/31/22,Excused,ទៅបុណ្យ៧ថ្ងៃយាយ,24,3/31/22
20747,178,539,4/1/22,Unexcused,,12,4/1/22
20748,178,553,4/1/22,Excused,,12,4/1/22
20749,180,481,4/1/22,Unexcused,,24,4/1/22
20751,180,471,4/1/22,Excused,សម្លៀកបំពាក់សើមអត់អីស្លៀកមកសាលា។,24,4/1/22
20752,174,742,4/1/22,Unexcused,,16,4/1/22
20753,174,895,4/1/22,Excused,ឈឺ,16,4/1/22
20754,174,735,4/1/22,Excused,,16,4/1/22
20755,176,548,4/1/22,Excused,ឈឺក្បាល,18,4/1/22
20756,172,858,3/31/22,Excused,ឈឺ,13,4/1/22
20757,172,839,3/31/22,Excused,ឈឺ,13,4/1/22
20758,173,858,3/31/22,Excused,ឈឺ,13,4/1/22
20759,173,839,3/31/22,Excused,ឈឺ,13,4/1/22
20760,176,565,4/20/22,Unexcused,,18,4/20/22
20761,176,581,4/20/22,Unexcused,,18,4/20/22
20762,176,587,4/20/22,Unexcused,,18,4/20/22
20763,178,590,4/20/22,Unexcused,,12,4/20/22
20764,178,474,4/20/22,Unexcused,,12,4/20/22
20765,178,539,4/20/22,Unexcused,,12,4/20/22
20766,180,647,4/20/22,Unexcused,,24,4/20/22
20768,180,469,4/20/22,Unexcused,,24,4/20/22
20769,186,428,4/20/22,Unexcused,,9,4/20/22
20770,186,510,4/20/22,Unexcused,,9,4/20/22
20771,188,231,4/20/22,Unexcused,,11,4/20/22
20772,188,236,4/20/22,Unexcused,,11,4/20/22
20773,188,213,4/20/22,Unexcused,,11,4/20/22
20774,188,211,4/20/22,Unexcused,,11,4/20/22
20775,188,162,4/20/22,Unexcused,,11,4/20/22
20776,188,214,4/20/22,Unexcused,,11,4/20/22
20777,188,646,4/20/22,Unexcused,,11,4/20/22
20778,188,241,4/20/22,Unexcused,,11,4/20/22
20779,174,741,4/20/22,Excused,ឈឺ,16,4/20/22
20780,174,737,4/20/22,Unexcused,,16,4/20/22
20781,182,516,4/20/22,Excused,ទៅលេងស្រុក,21,4/20/22
20782,182,403,4/20/22,Excused,ក្តៅខ្លួន,21,4/20/22
20783,182,402,4/20/22,Excused,ឈឺពោះ,21,4/20/22
20784,172,841,4/20/22,Unexcused,,13,4/20/22
20785,172,840,4/20/22,Unexcused,,13,4/20/22
20786,180,467,4/20/22,Excused,មកពីស្រុកកំណើតមិនទាន់,24,4/20/22
20788,172,839,4/20/22,Excused,ទៅលេង ម្ដាយ នៅភ្នំពេញ,13,4/20/22
20789,172,859,4/20/22,Unexcused,,13,4/20/22
20790,179,590,4/20/22,Unexcused,,12,4/20/22
20791,179,474,4/20/22,Unexcused,,12,4/20/22
20792,179,539,4/20/22,Unexcused,,12,4/20/22
20793,177,577,4/20/22,Excused,ក្អួត,18,4/20/22
20794,177,587,4/20/22,Unexcused,,18,4/20/22
20795,177,589,4/20/22,Unexcused,,18,4/20/22
20796,189,494,4/20/22,Unexcused,,11,4/20/22
20797,189,449,4/20/22,Unexcused,,11,4/20/22
20798,189,885,4/20/22,Unexcused,,11,4/20/22
20799,189,236,4/20/22,Unexcused,,11,4/20/22
20800,189,214,4/20/22,Unexcused,,11,4/20/22
20801,181,647,4/20/22,Unexcused,,24,4/20/22
20802,181,469,4/20/22,Unexcused,,24,4/20/22
20803,173,841,4/20/22,Unexcused,,13,4/20/22
20804,173,840,4/20/22,Unexcused,,13,4/20/22
20805,173,839,4/20/22,Excused,ទៅលេងម្ដាយនៅភ្នំពេញ,13,4/20/22
20806,173,847,4/20/22,Excused,ឈឺ ក្ដៅខ្លួន,13,4/20/22
20807,175,741,4/20/22,Excused,ឈឺ,16,4/20/22
20808,184,345,4/20/22,Unexcused,,20,4/21/22
20809,185,491,4/20/22,Excused,ឈឺ,20,4/21/22
20810,184,644,4/20/22,Unexcused,,20,4/21/22
20812,184,347,4/20/22,Excused,ឈឺ,20,4/21/22
20813,184,277,4/20/22,Unexcused,,20,4/21/22
20814,184,353,4/20/22,Unexcused,,20,4/21/22
20815,178,529,4/21/22,Unexcused,,12,4/21/22
20816,178,539,4/21/22,Unexcused,,12,4/21/22
20817,176,576,4/21/22,Excused,ទៅពេទ្យ,18,4/21/22
20818,176,587,4/21/22,Unexcused,,18,4/21/22
20819,180,476,4/21/22,Excused,ក្ដៅខ្លួន,24,4/21/22
20820,180,527,4/21/22,Unexcused,,24,4/21/22
20821,174,852,4/21/22,Excused,ឈឺ,16,4/21/22
20822,184,336,4/21/22,Unexcused,,20,4/21/22
20823,184,347,4/21/22,Excused,ឈឺ,20,4/21/22
20824,184,353,4/21/22,Unexcused,,20,4/21/22
20825,188,236,4/21/22,Unexcused,,11,4/21/22
20826,172,839,4/21/22,Excused,ទៅភ្នំពេញ,13,4/21/22
20827,173,839,4/21/22,Excused,,13,4/21/22
20829,177,576,4/21/22,Excused,ទៅពេទ្យ,18,4/21/22
20830,177,587,4/21/22,Unexcused,,18,4/21/22
20831,181,469,4/21/22,Unexcused,,24,4/21/22
20832,181,470,4/21/22,Unexcused,,24,4/21/22
20833,181,527,4/21/22,Unexcused,,24,4/21/22
20834,181,476,4/21/22,Unexcused,,24,4/21/22
20835,181,521,4/21/22,Unexcused,,24,4/21/22
20836,179,529,4/21/22,Unexcused,,12,4/21/22
20837,179,539,4/21/22,Unexcused,,12,4/21/22
20838,189,236,4/21/22,Excused,ឈឺ,11,4/21/22
20839,189,162,4/21/22,Unexcused,,11,4/21/22
20840,189,242,4/21/22,Unexcused,,11,4/21/22
20841,177,574,4/21/22,Excused,ម៉ូតូខូច,18,4/21/22
20842,178,539,4/22/22,Unexcused,,12,4/22/22
20843,176,576,4/22/22,Excused,,18,4/22/22
20844,174,895,4/22/22,Unexcused,,16,4/22/22
20845,182,516,4/22/22,Excused,,11,4/22/22
20846,182,424,4/22/22,Excused,ឈឺ,11,4/22/22
20847,177,576,4/22/22,Excused,,18,4/22/22
20848,177,548,4/22/22,Excused,ឈឺក្បាល,18,4/22/22
20849,172,839,4/22/22,Excused,ទៅលេងម្ដាយនៅភ្នំ,13,4/22/22
20850,172,858,4/22/22,Excused,ខកឡាន,13,4/22/22
20851,173,864,4/22/22,Unexcused,,13,4/22/22
20852,184,333,4/22/22,Unexcused,,20,4/22/22
20853,173,834,4/22/22,Excused,រាគ,13,4/22/22
20854,184,644,4/22/22,Unexcused,,20,4/22/22
20855,184,347,4/22/22,Excused,ឈឺ,20,4/22/22
20856,175,895,4/22/22,Unexcused,,16,4/22/22
20857,179,539,4/22/22,Unexcused,,12,4/22/22
20858,173,842,4/22/22,Excused,ឈឺ,13,4/22/22
20859,173,839,4/22/22,Excused,,13,4/22/22
20860,173,859,4/22/22,Excused,ឈឺ,13,4/22/22
20861,173,860,4/22/22,Unexcused,,13,4/22/22
20862,173,858,4/22/22,Excused,,13,4/22/22
20863,178,552,4/25/22,Unexcused,,12,4/25/22
